2021-10-20,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),281.140000
2021-09-26,491,Akij Brand Portland Cement (OPC) (Ton),202.980000
2022-12-13,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),707.880000
2023-01-30,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),407914.000000
2022-02-03,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),270150.000000
2021-10-18,491,Akij Brand Portland Cement (OPC) (Ton),34.700000
2021-11-03,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),233860.000000
2021-11-22,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),274737.000000
2021-12-11,492,Akij Brand Portland Cement (OPC) (Bag),9260.000000
2022-04-07,491,Akij Brand Portland Cement (OPC) (Ton),42.360000
2023-03-21,492,Akij Brand Portland Cement (OPC) (Bag),10140.000000
2021-11-01,492,Akij Brand Portland Cement (OPC) (Bag),8650.000000
2021-11-20,492,Akij Brand Portland Cement (OPC) (Bag),8550.000000
2022-03-10,492,Akij Brand Portland Cement (OPC) (Bag),15193.000000
2022-12-17,494,Akij Brand Composit Cement- Cem II/A  (Bag),1040.000000
2022-02-23,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),800.000000
2022-11-27,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),275409.000000
2023-05-08,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),336557.000000
2021-09-22,492,Akij Brand Portland Cement (OPC) (Bag),8615.000000
2022-06-07,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),3100.000000
2023-02-14,494,Akij Brand Composit Cement- Cem II/A  (Bag),1280.000000
2023-02-13,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),337428.000000
2022-03-03,492,Akij Brand Portland Cement (OPC) (Bag),1260.000000
2021-09-21,491,Akij Brand Portland Cement (OPC) (Ton),183.740000
2023-05-02,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),280450.000000
2021-11-17,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),200.000000
2022-07-26,492,Akij Brand Portland Cement (OPC) (Bag),6050.000000
2022-11-03,492,Akij Brand Portland Cement (OPC) (Bag),7150.000000
2023-06-17,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),68130.000000
2022-09-06,492,Akij Brand Portland Cement (OPC) (Bag),600.000000
2022-12-02,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),883.740000
2022-02-13,492,Akij Brand Portland Cement (OPC) (Bag),10430.000000
2021-12-22,492,Akij Brand Portland Cement (OPC) (Bag),12705.000000
2022-02-16,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),437440.000000
2022-09-29,492,Akij Brand Portland Cement (OPC) (Bag),9660.000000
2022-11-17,494,Akij Brand Composit Cement- Cem II/A  (Bag),900.000000
2022-01-19,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),500.000000
2022-07-06,492,Akij Brand Portland Cement (OPC) (Bag),19200.000000
2022-12-26,491,Akij Brand Portland Cement (OPC) (Ton),82.120000
2023-06-01,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),346479.000000
2022-08-20,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),1200.000000
2023-02-23,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),442927.000000
2022-12-03,491,Akij Brand Portland Cement (OPC) (Ton),78.600000
2021-10-24,492,Akij Brand Portland Cement (OPC) (Bag),4570.000000
2022-04-03,492,Akij Brand Portland Cement (OPC) (Bag),11920.000000
2022-08-13,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),50.340000
2022-03-05,491,Akij Brand Portland Cement (OPC) (Ton),40.780000
2023-01-09,492,Akij Brand Portland Cement (OPC) (Bag),16660.000000
2022-03-26,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),451661.000000
2023-06-12,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),346389.000000
2022-07-01,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),385.900000
2022-01-21,495,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Ton),90.300000
2021-11-20,491,Akij Brand Portland Cement (OPC) (Ton),132.380000
2022-10-04,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),1116.990000
2023-02-18,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),1268.420000
2022-03-31,492,Akij Brand Portland Cement (OPC) (Bag),20240.000000
2022-01-17,492,Akij Brand Portland Cement (OPC) (Bag),5465.000000
2021-12-04,492,Akij Brand Portland Cement (OPC) (Bag),900.000000
2022-08-04,491,Akij Brand Portland Cement (OPC) (Ton),91.260000
2022-10-09,492,Akij Brand Portland Cement (OPC) (Bag),8780.000000
2022-10-30,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),722.780000
2022-12-10,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),760.760000
2023-04-26,492,Akij Brand Portland Cement (OPC) (Bag),6200.000000
2023-03-18,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),247618.000000
2021-09-27,491,Akij Brand Portland Cement (OPC) (Ton),216.730000
2022-12-11,494,Akij Brand Composit Cement- Cem II/A  (Bag),1600.000000
2023-06-04,495,Akij Brand Composit Cement -Cem II/A (Ton),143.860000
2023-02-07,494,Akij Brand Composit Cement- Cem II/A  (Bag),1120.000000
2021-10-22,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),374.360000
2022-10-31,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),926.680000
2022-07-17,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),840.000000
2023-01-08,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),314383.000000
2023-05-09,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),645.200000
2023-02-27,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),244280.000000
2022-04-08,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),146860.000000
2022-09-30,492,Akij Brand Portland Cement (OPC) (Bag),8350.000000
2022-03-23,491,Akij Brand Portland Cement (OPC) (Ton),219.160000
2022-03-18,492,Akij Brand Portland Cement (OPC) (Bag),5720.000000
2023-01-20,492,Akij Brand Portland Cement (OPC) (Bag),6950.000000
2022-05-27,491,Akij Brand Portland Cement (OPC) (Ton),45.960000
2021-12-10,491,Akij Brand Portland Cement (OPC) (Ton),510.900000
2022-08-05,491,Akij Brand Portland Cement (OPC) (Ton),70.540000
2021-12-09,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),2100.000000
2023-05-06,494,Akij Brand Composit Cement- Cem II/A  (Bag),600.000000
2022-06-04,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),2600.000000
2022-05-30,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),326.800000
2022-12-09,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),369673.000000
2022-11-23,494,Akij Brand Composit Cement- Cem II/A  (Bag),1080.000000
2022-02-01,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),500.000000
2023-04-20,494,Akij Brand Composit Cement- Cem II/A  (Bag),560.000000
2022-07-22,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),265.100000
2023-01-09,494,Akij Brand Composit Cement- Cem II/A  (Bag),1200.000000
2022-10-27,492,Akij Brand Portland Cement (OPC) (Bag),11605.000000
2022-04-15,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),700.000000
2021-09-04,495,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Ton),20.810000
2021-09-04,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),639.610000
2022-11-25,492,Akij Brand Portland Cement (OPC) (Bag),14590.000000
2022-04-12,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),1034.180000
2022-04-15,492,Akij Brand Portland Cement (OPC) (Bag),3200.000000
